county,foundation_name,org_nbr,person_name,role
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Thomas Eriksson,Styrelsesuppleant
stockholm,Curth Nilsons Stiftelse för Vetenskaplig Forskning,802014-7040,Jan Peter Strandell,Styrelseledamot
stockholm,Curth Nilsons Stiftelse för Vetenskaplig Forskning,802014-7040,Victoria Ganstrand,Styrelseledamot
stockholm,Curth Nilsons Stiftelse för Vetenskaplig Forskning,802014-7040,Anders Urban Thuresson,Styrelseledamot och ordförande
stockholm,L.J. Boëthius stiftelse,815201-2889,Lars von Knorring,Styrelseledamot
stockholm,L.J. Boëthius stiftelse,815201-2889,Margaretha Bågedahl,Styrelseledamot
stockholm,L.J. Boëthius stiftelse,815201-2889,Schömer Unjoo Linda Patricia,Styrelseledamot och ordförande
stockholm,Telefonaktiebolaget L M Ericssons stiftelse för utdelande av resestipendier och andra bidrag för utbildning,802006-8576,Anna Lindmark,Styrelseledamot
stockholm,Telefonaktiebolaget L M Ericssons stiftelse för utdelande av resestipendier och andra bidrag för utbildning,802006-8576,Peder Möller,Styrelseledamot
stockholm,Telefonaktiebolaget L M Ericssons stiftelse för utdelande av resestipendier och andra bidrag för utbildning,802006-8576,Anna-Karin Samuelsson,Styrelseledamot och ordförande
stockholm,Telefonaktiebolaget L M Ericssons stiftelse för utdelande av resestipendier och andra bidrag för utbildning,802006-8576,Sofia Rosu,Styrelsesuppleant
stockholm,Stiftelsen Engelbrekts Barnavårds- och Husmodersskola,802005-8767,Carina Tegner Ek,Styrelseledamot
stockholm,Stiftelsen Engelbrekts Barnavårds- och Husmodersskola,802005-8767,Carolina Karlsson,Styrelseledamot
stockholm,Stiftelsen Engelbrekts Barnavårds- och Husmodersskola,802005-8767,Kersti Wittén,Styrelseledamot
stockholm,Stiftelsen Engelbrekts Barnavårds- och Husmodersskola,802005-8767,Mira bjerner Malmeling,Styrelseledamot
stockholm,Stiftelsen Engelbrekts Barnavårds- och Husmodersskola,802005-8767,Mirjam Winka,Styrelseledamot
stockholm,Stiftelsen Engelbrekts Barnavårds- och Husmodersskola,802005-8767,Petra  Attermo,Styrelseledamot och ordförande
stockholm,Stiftelsen Engelbrekts Barnavårds- och Husmodersskola,802005-8767,Annelie Danielsson,Styrelsesuppleant
stockholm,Stiftelsen Engelbrekts Barnavårds- och Husmodersskola,802005-8767,Lucas Lundahl,Styrelsesuppleant
stockholm,Stiftelsen Sällskapet Stallfåglarnas Stipendiefond,802007-3410,Inger Nilsson,Styrelseledamot
stockholm,Stiftelsen Sällskapet Stallfåglarnas Stipendiefond,802007-3410,Lina Browall,Styrelseledamot
stockholm,Stiftelsen Sällskapet Stallfåglarnas Stipendiefond,802007-3410,Camilla Boqvist,Styrelseledamot och ordförande
stockholm,Stiftelsen Sällskapet Stallfåglarnas Stipendiefond,802007-3410,Alla Luks,Styrelsesuppleant
stockholm,Stiftelsen Sällskapet Stallfåglarnas Stipendiefond,802007-3410,Susanne Cederberg,Styrelsesuppleant
stockholm,Brf Syrengårdens stiftelse till hjälp för gamla,814000-8064,Anders Liljeroth,Styrelseledamot
stockholm,Brf Syrengårdens stiftelse till hjälp för gamla,814000-8064,Anne-Charlotte Blåberg,Styrelseledamot
stockholm,Brf Syrengårdens stiftelse till hjälp för gamla,814000-8064,Hans-Gunnar Pettersson,Styrelseledamot
stockholm,Brf Syrengårdens stiftelse till hjälp för gamla,814000-8064,Åke Ekstam,Styrelseledamot
stockholm,Brf Syrengårdens stiftelse till hjälp för gamla,814000-8064,Lars Wahlgren,Styrelseledamot och ordförande
stockholm,Brf Syrengårdens stiftelse till hjälp för gamla,814000-8064,Margareta Ehde,Styrelsesuppleant
stockholm,Brf Syrengårdens stiftelse till hjälp för gamla,814000-8064,Ove Eriksson,Styrelsesuppleant
stockholm,Stiftelsen för Pharmaceutical medicine,802017-3566,Carl-David Sundstedt,Styrelseledamot
stockholm,Stiftelsen för Pharmaceutical medicine,802017-3566,David Cabrales Alin,Styrelseledamot
stockholm,Stiftelsen för Pharmaceutical medicine,802017-3566,Lars  Thomander,Styrelseledamot
stockholm,Stiftelsen för Pharmaceutical medicine,802017-3566,Viveka Åberg,Styrelseledamot och ordförande
stockholm,Stiftelsen Herman Friedländers Ålderdomshem,802007-4251,Ann Insulander,Styrelseledamot
stockholm,Stiftelsen Herman Friedländers Ålderdomshem,802007-4251,Jan-Erik Levy,Styrelseledamot
stockholm,Stiftelsen Herman Friedländers Ålderdomshem,802007-4251,Peter Skiöld,Styrelseledamot
stockholm,Stiftelsen Herman Friedländers Ålderdomshem,802007-4251,Peter Stein,Styrelseledamot
stockholm,Stiftelsen Herman Friedländers Ålderdomshem,802007-4251,Jan-Erik Levy,Styrelseledamot och ordförande
stockholm,Stiftelsen Herman Friedländers Ålderdomshem,802007-4251,Richard Mühlrad,Styrelsesuppleant
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Adrian Parker,Styrelseledamot
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Anders Rydberg,Styrelseledamot
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Edgar Müller,Styrelseledamot
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Evelina Nordin,Styrelseledamot
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Göran Goldkuhl,Styrelseledamot
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Rasmus Tillman,Styrelseledamot
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Thord Nilson,Styrelseledamot
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Tomas Videgård,Styrelseledamot
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Ulf Holmberg,Styrelseledamot
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Sven Göran Brusewitz,Styrelseledamot och ordförande
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Charlotte Forssman,Styrelsesuppleant
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Jan Fjellander,Styrelsesuppleant
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Jan Pilotti,Styrelsesuppleant
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Jessica Wase,Styrelsesuppleant
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Katarina Johansson,Styrelsesuppleant
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Sara Duppils,Styrelsesuppleant
stockholm,Stiftelsen John Björkhems Minnesfond,802010-3951,Åsa Andersson,Styrelsesuppleant
stockholm,Stiftelsen Augusta Heijnes Minne,802001-4018,Andreas Heijne,Styrelseledamot
stockholm,Stiftelsen Augusta Heijnes Minne,802001-4018,Elisabeth Heijne,Styrelseledamot
stockholm,Stiftelsen Augusta Heijnes Minne,802001-4018,Louise Heijne,Styrelseledamot
stockholm,Stiftelsen Augusta Heijnes Minne,802001-4018,Emil Heijne,Styrelseledamot och ordförande
stockholm,Estrid Ericsons Stiftelse,802007-4228,Cecilia Robach,Styrelseledamot
stockholm,Estrid Ericsons Stiftelse,802007-4228,Love Jönsson,Styrelseledamot
stockholm,Estrid Ericsons Stiftelse,802007-4228,Lotta  Lindholm,Styrelseledamot och ordförande
stockholm,Estrid Ericsons Stiftelse,802007-4228,Ingmarie Severien,Styrelsesuppleant
stockholm,Anna Cederbergs Stiftelse för medicinsk forskning,802009-1933,Lena Jonasson,Styrelseledamot
stockholm,Anna Cederbergs Stiftelse för medicinsk forskning,802009-1933,Maria Björkqvist,Styrelseledamot
stockholm,Anna Cederbergs Stiftelse för medicinsk forskning,802009-1933,Christian Giske,Styrelseledamot och ordförande
stockholm,Anna Cederbergs Stiftelse för medicinsk forskning,802009-1933,Jenny  Nyström,Styrelsesuppleant
stockholm,Ivar och Gerda Lundgrens Stiftelse,802002-1757,Christian Bergkvist,Styrelseledamot
stockholm,Ivar och Gerda Lundgrens Stiftelse,802002-1757,Olof Karnell,Styrelseledamot
stockholm,Ivar och Gerda Lundgrens Stiftelse,802002-1757,Björn Sjöberg,Styrelseledamot och ordförande
stockholm,Ivar och Gerda Lundgrens Stiftelse,802002-1757,Erik Hagersten,Styrelsesuppleant
stockholm,Ivar och Gerda Lundgrens Stiftelse,802002-1757,Karl-Ove Mannberg,Styrelsesuppleant
stockholm,Otto Lundgrens Stiftelse för de blinda,802002-1781,Helena Eriksson,Styrelseledamot
stockholm,Otto Lundgrens Stiftelse för de blinda,802002-1781,Jenny Näslund,Styrelseledamot
stockholm,Otto Lundgrens Stiftelse för de blinda,802002-1781,Per-Arne Krantz,Styrelseledamot och ordförande
stockholm,Otto Lundgrens Stiftelse för de blinda,802002-1781,Helene Prastorfer,Styrelsesuppleant
stockholm,Otto Lundgrens Stiftelse för de blinda,802002-1781,Lena Rosengren,Styrelsesuppleant
stockholm,Otto Lundgrens Stiftelse för de blinda,802002-1781,Sam Motazedi,Styrelsesuppleant
stockholm,Stiftelsen Einar Belvén,815601-0178,Anders Hällström,Styrelseledamot
stockholm,Stiftelsen Einar Belvén,815601-0178,Ellinor Belvén,Styrelseledamot
stockholm,Stiftelsen Einar Belvén,815601-0178,Monica Casemyr,Styrelseledamot
stockholm,Stiftelsen Einar Belvén,815601-0178,Rolf Carlsson,Styrelseledamot
stockholm,Stiftelsen Einar Belvén,815601-0178,Mikael Hellberg,Styrelseledamot och ordförande
stockholm,Stiftelsen Einar Belvén,815601-0178,Annika Birgitta Hällström,Styrelsesuppleant
stockholm,Stiftelsen Einar Belvén,815601-0178,Lars Högström,Styrelsesuppleant
stockholm,Marianne och Marcus Wallenbergs stiftelse,802004-4270,Göran Sandberg,Styrelseledamot
stockholm,Marianne och Marcus Wallenbergs stiftelse,802004-4270,Helene Gurli Mariana Wallenberg Risberg.,Styrelseledamot
stockholm,Marianne och Marcus Wallenbergs stiftelse,802004-4270,Ingrid Sundström,Styrelseledamot
stockholm,Marianne och Marcus Wallenbergs stiftelse,802004-4270,Jacob Wallenberg,Styrelseledamot
stockholm,Marianne och Marcus Wallenbergs stiftelse,802004-4270,Lars Berglund,Styrelseledamot
stockholm,Marianne och Marcus Wallenbergs stiftelse,802004-4270,Marcus Wallenberg,Styrelseledamot
stockholm,Marianne och Marcus Wallenbergs stiftelse,802004-4270,Mille Millnert,Styrelseledamot
stockholm,Marianne och Marcus Wallenbergs stiftelse,802004-4270,Peter Åke Wallenberg,Styrelseledamot
stockholm,Marianne och Marcus Wallenbergs stiftelse,802004-4270,Peter Åke Wallenberg,Styrelseledamot och ordförande
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Bo Koller,Styrelseledamot
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Erik Arbnor,Styrelseledamot
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Joakim Lessmar,Styrelseledamot
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,John-Filip Lundin,Styrelseledamot
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Karl Steiner,Styrelseledamot
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Mikael Kaunitz,Styrelseledamot
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Joachim Morath,Styrelseledamot och ordförande
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Göran Sköldberg,Styrelsesuppleant
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Jonas Cattelin,Styrelsesuppleant
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Juha Heikkinen,Styrelsesuppleant
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Patric Meyer,Styrelsesuppleant
stockholm,Stiftelsen Den Nordiska Första S:t Johannis-Logens Jubelfond,802007-6496,Per Mathias Wiberg,Styrelsesuppleant
stockholm,Ivar och Sigrid Sunes Stiftelse till Sankt Görans Församling,802403-4236,Jerker Schmidt,Styrelseledamot och ordförande
stockholm,Livrustkammarstiftelsen till minne av Carl Anton Ossbahr,802006-0334,Bertil Hult,Styrelseledamot
stockholm,Livrustkammarstiftelsen till minne av Carl Anton Ossbahr,802006-0334,Gudrun Andersson,Styrelseledamot
stockholm,Livrustkammarstiftelsen till minne av Carl Anton Ossbahr,802006-0334,Malin Grundberg,Styrelseledamot
stockholm,Livrustkammarstiftelsen till minne av Carl Anton Ossbahr,802006-0334,Margareta Nisser Dalman,Styrelseledamot
stockholm,Livrustkammarstiftelsen till minne av Carl Anton Ossbahr,802006-0334,Henrik Klackenberg,Styrelseledamot och ordförande
stockholm,Stiftelsen Vin och Sprithistoriska Museet,802016-4060,Alireza Tajbakhsh,Styrelseledamot
stockholm,Stiftelsen Vin och Sprithistoriska Museet,802016-4060,Ann-Sofi  Noring,Styrelseledamot
stockholm,Stiftelsen Vin och Sprithistoriska Museet,802016-4060,Edward Blom,Styrelseledamot
stockholm,Stiftelsen Vin och Sprithistoriska Museet,802016-4060,Magnus Dandanell,Styrelseledamot
stockholm,Stiftelsen Vin och Sprithistoriska Museet,802016-4060,Paula Eriksson,Styrelseledamot
stockholm,Stiftelsen Vin och Sprithistoriska Museet,802016-4060,Peter Skogh,Styrelseledamot
stockholm,Stiftelsen Vin och Sprithistoriska Museet,802016-4060,Chris Heister,Styrelseledamot och ordförande
stockholm,Medicinska Föreningens Kårhusstiftelse,802010-4215,Anna Eklöf,Styrelseledamot
stockholm,Medicinska Föreningens Kårhusstiftelse,802010-4215,August Lundquist,Styrelseledamot
stockholm,Medicinska Föreningens Kårhusstiftelse,802010-4215,Patrik Blomberg,Styrelseledamot
stockholm,Medicinska Föreningens Kårhusstiftelse,802010-4215,Rikard Becker,Styrelseledamot
stockholm,Medicinska Föreningens Kårhusstiftelse,802010-4215,Carl Johan Sundberg,Styrelseledamot och ordförande
stockholm,Medicinska Föreningens Kårhusstiftelse,802010-4215,Alessandra  Ljung,Styrelsesuppleant
stockholm,Medicinska Föreningens Kårhusstiftelse,802010-4215,Frida Rehn,Styrelsesuppleant
stockholm,Medicinska Föreningens Kårhusstiftelse,802010-4215,Madina Kozhayeva,Styrelsesuppleant
stockholm,Stiftelsen Gösta Liedbergs Fond,802002-0353,Jessica Leiding,Styrelseledamot
stockholm,Stiftelsen Gösta Liedbergs Fond,802002-0353,Annika  Bergman,Styrelseledamot och ordförande
stockholm,Stiftelsen Svensk-tyska Språkfonden,802401-8098,Aino Weber,Styrelseledamot
stockholm,Stiftelsen Svensk-tyska Språkfonden,802401-8098,Alexander Toni Gregor Huseby,Styrelseledamot
stockholm,Stiftelsen Svensk-tyska Språkfonden,802401-8098,Anne Björck,Styrelseledamot
stockholm,Stiftelsen Svensk-tyska Språkfonden,802401-8098,Edda Hoeffker,Styrelseledamot
stockholm,Stiftelsen Svensk-tyska Språkfonden,802401-8098,Jan Henrik Amberg,Styrelseledamot
stockholm,Stiftelsen Svensk-tyska Språkfonden,802401-8098,Johan Holmlund,Styrelseledamot
stockholm,Stiftelsen Svensk-tyska Språkfonden,802401-8098,Patricia Irene Maria Kempff,Styrelseledamot
stockholm,Stiftelsen Svensk-tyska Språkfonden,802401-8098,Peter Jez,Styrelseledamot
stockholm,Stiftelsen Svensk-tyska Språkfonden,802401-8098,Anders Wollter,Styrelseledamot och ordförande
stockholm,Stiftelsen Mia Carlsson Fond,802401-8478,Catrine Kimerius Wikström,Styrelseledamot och ordförande
stockholm,Stiftelsen för Rättsvetenskaplig Forskning,802008-6487,Dick Lundqvist,Styrelseledamot
stockholm,Stiftelsen för Rättsvetenskaplig Forskning,802008-6487,Mia Rönnmar,Styrelseledamot
stockholm,Stiftelsen för Rättsvetenskaplig Forskning,802008-6487,Marcus Wallenberg,Styrelseledamot och ordförande
stockholm,Svenska Tandläkarnes Inköpsförenings Stiftelse för forskning och studier,802014-7206,Henrik Jonéus,Styrelseledamot
stockholm,Svenska Tandläkarnes Inköpsförenings Stiftelse för forskning och studier,802014-7206,Karl Björnsson,Styrelseledamot
stockholm,Svenska Tandläkarnes Inköpsförenings Stiftelse för forskning och studier,802014-7206,Jeanette Rindeskog,Styrelseledamot och ordförande
stockholm,Skatbostiftelsen,802003-0212,Erik Domines,Styrelseledamot
stockholm,Skatbostiftelsen,802003-0212,Nils Daniel Edelstam,Styrelseledamot
stockholm,Skatbostiftelsen,802003-0212,Thomas Frisk,Styrelseledamot
stockholm,Skatbostiftelsen,802003-0212,Åsa Roslund,Styrelseledamot och ordförande
stockholm,Familjen Ardows Stiftelse,813600-3855,Katrina Lyall Folkman,Styrelseledamot
stockholm,Familjen Ardows Stiftelse,813600-3855,Edvard Ardow,Styrelseledamot och ordförande
stockholm,Telefonaktiebolaget L M Ericssons Stiftelse för främjandet av elektroteknisk forskning,802006-8584,Björn Ekelund,Styrelseledamot
stockholm,Telefonaktiebolaget L M Ericssons Stiftelse för främjandet av elektroteknisk forskning,802006-8584,Eva Fogelström,Styrelseledamot
stockholm,Telefonaktiebolaget L M Ericssons Stiftelse för främjandet av elektroteknisk forskning,802006-8584,Jörgen  Gustafsson,Styrelseledamot
stockholm,Telefonaktiebolaget L M Ericssons Stiftelse för främjandet av elektroteknisk forskning,802006-8584,Kjell Berthold Gustafsson,Styrelseledamot
stockholm,Telefonaktiebolaget L M Ericssons Stiftelse för främjandet av elektroteknisk forskning,802006-8584,Magnus  Frodigh,Styrelseledamot och ordförande
stockholm,Stiftelsen Focolarerörelsen i Sverige,802014-9798,Anna Tronét,Styrelseledamot
stockholm,Stiftelsen Focolarerörelsen i Sverige,802014-9798,Inger Dahlberg Dorrian,Styrelseledamot
stockholm,Stiftelsen Focolarerörelsen i Sverige,802014-9798,Mariolina Werner,Styrelseledamot
stockholm,Stiftelsen Focolarerörelsen i Sverige,802014-9798,Patrick van Bladel,Styrelseledamot
stockholm,Stiftelsen Focolarerörelsen i Sverige,802014-9798,Katarina Maria Miksits,Styrelseledamot och ordförande
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Charlotte Platzer Björkman,Styrelseledamot
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Karin Sternius,Styrelseledamot
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Kristina Karlsson,Styrelseledamot
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Mark Pearce,Styrelseledamot
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Mats Larhed,Styrelseledamot
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Sandra di Rocco,Styrelseledamot
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Anders Hagfeldt,Styrelseledamot och ordförande
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Eva Tiensuu Janson,Styrelsesuppleant
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Jens  Fransson,Styrelsesuppleant
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Lars Gustafsson,Styrelsesuppleant
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Monica Sternius,Styrelsesuppleant
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Staffan Svärd,Styrelsesuppleant
stockholm,Göran Gustafssons Stiftelse för främjande av vetenskaplig forskning vid Uppsala universitet och Kungliga Tekniska Högskolan (KTH,802012-5152,Tommy Ohlsson,Styrelsesuppleant
stockholm,Hambergska Stiftelsen,815200-0561,Eva Forss,Styrelseledamot
stockholm,Hambergska Stiftelsen,815200-0561,Gunilla Nyback,Styrelseledamot
